@relation 'titanic_train_deal_1-weka.filters.unsupervised.attribute.NumericToNominal-R1,2,3,8,9,10,11,12,13-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R4-5-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute Survived {0,1}
@attribute Pclass {1,2,3}
@attribute Sex {0,1}
@attribute Fare numeric
@attribute Cabin {0,1}
@attribute Embarked {S,C,Q}
@attribute sex_class {1,2,3,4,5,6}
@attribute age_class {1,2,3,4}
@attribute sibsp_class {1,2,3}
@attribute parch_class {1,2}

@data
1,1,1,0.21643,1,C,6,3,1,1
0,2,0,0.050749,0,S,2,4,1,1
0,1,0,0.078319,1,C,3,3,1,1
0,3,0,0.017006,0,C,1,3,1,1
1,1,1,0.155466,1,S,6,2,1,1
0,2,0,0.029278,0,S,2,3,1,1
1,1,0,0.154588,1,C,3,4,1,1
0,3,0,0.015713,0,S,1,2,1,1
0,3,0,0.015713,0,S,1,3,1,1
0,3,0,0.013907,0,S,1,3,1,1
1,1,1,0.152766,1,C,6,4,1,1
0,3,0,0.014151,0,S,1,3,1,1
0,3,1,0.015127,0,Q,4,2,1,1
0,2,0,0.050749,0,S,2,3,1,1
0,3,0,0.047138,0,S,1,3,1,1
1,2,1,0.064412,0,S,5,2,1,1
0,3,0,0,0,S,1,4,1,1
0,3,0,0.014102,0,C,1,3,1,1
1,1,0,0.111118,1,C,3,4,1,1
1,2,1,0.0527,0,S,5,2,2,1
0,3,0,0.015412,0,S,1,3,1,1
0,1,0,0.082759,0,S,3,3,1,1
0,3,0,0.015713,0,S,1,3,1,1
1,1,0,0.051822,0,C,3,3,1,1
0,3,0,0.030352,0,S,1,3,1,1
0,3,0,0.015412,0,S,1,3,1,1
1,1,0,0.059532,0,S,3,2,1,1
1,2,1,0.081157,0,C,5,2,1,1
1,1,1,0.299539,1,S,6,3,1,1
0,3,1,0.061045,0,S,4,3,1,2
0,3,0,0.013761,0,S,1,3,1,1
1,3,1,0.030254,0,Q,4,2,1,1
0,3,0,0.015127,0,Q,1,3,1,1
0,3,0,0.015713,0,S,1,3,1,1
1,2,1,0.126872,0,S,5,2,1,1
0,3,0,0.028107,0,S,1,3,1,1
0,3,1,0.031425,0,S,4,2,1,1
1,2,1,0.076123,1,S,5,1,2,1
0,2,0,0.020495,0,S,2,2,1,1
0,3,0,0.028213,0,C,1,2,1,1
1,1,0,0.102579,1,S,3,3,1,1
1,3,0,0.030726,0,C,1,2,1,1
0,3,0,0.01533,0,S,1,2,1,1
0,3,0,0.031425,0,S,1,2,1,1
0,1,0,0.063086,1,S,3,4,1,1
0,2,0,0.024106,0,Q,2,4,1,1
1,1,1,0.152164,1,S,6,2,1,1
0,3,0,0.015412,0,S,1,2,1,1
0,3,0,0.015094,0,Q,1,3,1,1
1,1,0,0.058556,1,S,3,4,1,1
0,3,0,0.013769,0,S,1,4,1,1
1,1,0,0.059532,1,C,3,3,1,1
0,1,0,0,0,S,3,3,1,1
0,3,1,0.054457,0,S,4,1,3,1
1,2,1,0.025374,0,S,5,2,1,1
0,3,0,0.015469,0,S,1,3,1,1
0,2,0,0.051237,0,S,2,3,1,1
0,3,1,0.077465,0,S,4,3,1,2
0,3,0,0.031425,0,S,1,3,1,1
0,3,0,0.01533,0,S,1,2,1,1
1,1,1,0.135265,1,C,6,2,1,1
0,3,1,0.054457,0,S,4,1,3,1
1,3,0,0.110272,0,S,1,3,1,1
1,3,1,0.03759,0,C,4,1,2,1
1,1,0,0.149765,1,C,3,4,1,1
0,3,0,0.015412,0,S,1,2,1,1
1,1,0,0.069291,1,C,3,4,1,1
0,3,0,0.014737,0,S,1,3,1,1
1,3,1,0.014737,0,S,4,2,1,1
0,3,0,0.015412,0,S,1,3,1,1
1,2,1,0.044893,0,S,5,2,1,1
0,3,0,0.016461,0,S,1,2,1,1
1,3,1,0.015282,0,Q,4,2,1,1
0,3,1,0.013175,0,Q,4,2,1,1
0,2,0,0.143462,0,S,2,2,2,1
0,3,0,0.015412,0,S,1,3,1,1
0,3,1,0.030254,0,Q,4,3,1,1
0,2,0,0.025374,0,S,2,2,1,1
0,1,0,0.221098,1,C,3,4,1,1
1,1,0,0.260867,0,S,3,4,2,1
0,3,0,0.014102,0,C,1,3,1,1
0,1,0,0.049943,1,S,3,3,1,1
0,3,0,0.014631,0,S,1,3,1,1
1,3,0,0.015469,0,S,1,2,1,1
0,2,0,0.143462,0,S,2,3,2,1
0,2,0,0.025374,0,S,2,2,1,1
0,3,0,0.015176,0,S,1,3,1,1
0,3,0,0.015713,0,S,1,3,1,1
1,1,1,0.101497,1,S,6,3,1,1
1,2,1,0.076123,0,S,5,3,1,1
0,1,0,0.101497,1,S,3,3,1,1
0,2,0,0.020495,0,S,2,4,1,1
1,2,0,0.025374,0,S,2,3,1,1
0,2,0,0,0,S,2,3,1,1
0,3,0,0.015176,0,S,1,2,1,1
0,3,0,0.015713,0,S,1,2,1,1
1,3,1,0.01921,0,S,4,2,1,1
0,3,1,0.091543,0,S,4,3,1,2
1,1,0,1,1,C,3,3,1,1
0,3,1,0.015883,0,Q,4,2,1,1
1,1,0,0.149765,1,C,3,2,1,1
0,3,0,0.018006,0,S,1,2,1,1
0,3,0,0.091543,0,S,1,1,3,1
0,2,0,0.076123,0,S,2,4,1,1
0,2,0,0.081157,0,C,2,2,1,1
0,3,0,0.077465,0,S,1,1,3,1
0,3,0,0.019852,0,S,1,2,1,1
0,3,0,0.015216,0,S,1,2,1,1
1,1,1,0.412503,1,S,6,2,1,1
1,1,0,0.111257,1,S,3,3,1,1
1,3,1,0.026188,0,C,4,1,1,1
1,3,0,0.110272,0,S,1,3,1,1
0,3,0,0.014102,0,C,1,2,1,1
0,1,0,0.051822,0,S,3,4,1,1
0,2,0,0.02635,0,S,2,4,1,1
0,3,0,0.015713,0,S,1,3,1,1
1,3,1,0.015094,0,Q,4,2,1,1
0,1,0,0.21643,1,C,3,4,1,1
0,3,0,0.014932,1,S,1,3,1,1
1,1,1,0.444099,1,C,6,2,1,1
1,1,0,0.05131,1,S,3,3,1,1
0,3,1,0.028213,0,C,4,2,1,1
0,3,0,0.015111,0,Q,1,2,1,1
0,3,0,0.01533,0,S,1,2,1,1
0,2,0,0.050749,0,S,2,3,1,1
1,2,1,0.02635,0,S,5,3,1,1
1,1,0,0.05131,1,S,3,3,1,1
1,1,1,0.295806,0,S,6,2,1,1
1,3,0,0.029758,0,C,1,1,1,1
1,1,1,0.096626,1,C,6,2,1,1
0,1,0,0.051822,1,S,3,3,1,1
1,1,0,0.101497,1,S,3,4,1,1
0,3,0,0.01851,0,S,1,3,1,1
0,2,0,0.025374,0,S,2,4,1,1
0,3,0,0.014932,1,S,1,2,1,1
1,1,1,0.444099,1,C,6,3,1,1
1,2,1,0.020495,1,S,5,2,1,1
0,3,0,0.030254,0,Q,1,3,1,1
0,3,0,0.015176,0,S,1,3,1,1
1,2,1,0.064412,0,S,5,1,1,1
0,3,0,0.013769,0,S,1,2,1,1
0,2,0,0.025374,0,S,2,3,1,1
0,2,0,0.025374,0,S,2,4,1,1
1,1,0,0.103644,1,S,3,2,1,1
0,3,0,0.016908,0,S,1,2,1,1
1,2,1,0.040989,0,S,5,3,3,1
1,3,1,0.015103,0,Q,4,2,1,1
0,2,0,0.050749,0,S,2,2,1,1
0,3,1,0.015469,0,S,4,2,1,1
1,1,1,0.412503,1,S,6,3,1,1
0,3,0,0.036671,0,C,1,1,1,1
0,2,0,0,0,S,2,3,1,1
0,2,0,0.025374,0,S,2,2,1,1
0,2,0,0.025374,0,S,2,2,1,1
0,3,0,0.031425,0,S,1,3,1,1
0,3,1,0.067096,0,S,4,4,1,2
1,1,0,1,1,C,3,3,1,1
0,3,0,0.015412,0,S,1,3,1,1
0,3,0,0.015412,0,S,1,3,1,1
1,1,0,0.058556,1,S,3,3,1,1
0,1,0,0.153905,1,S,3,3,1,1
1,1,1,0.512122,1,C,6,2,2,1
0,3,0,0.031425,0,S,1,2,1,1
1,3,0,0.015469,0,S,1,3,1,1
0,1,0,0.138583,1,S,3,4,1,1
0,3,0,0.039525,0,S,1,2,1,1
1,2,1,0.025374,0,S,5,3,1,1
0,1,0,0.103644,1,S,3,2,1,1
0,3,0,0.015127,0,Q,1,3,1,1
1,2,1,0.044893,0,S,5,1,1,1
1,3,0,0.02435,1,S,1,1,1,1
0,3,0,0.018543,0,S,1,3,1,1
0,3,0,0.015412,0,S,1,2,1,1
1,2,1,0.126872,0,S,5,4,1,1
1,2,0,0.028302,0,S,2,1,1,1
0,3,0,0.015216,0,S,1,2,1,1
0,2,0,0.022447,0,S,2,2,1,1
0,3,0,0.015713,0,S,1,3,1,1
1,1,1,0.168837,1,S,6,3,1,1
0,3,0,0.028302,0,S,1,3,1,1
0,3,0,0.013907,0,S,1,3,1,1
1,3,0,0.01411,0,C,1,2,1,1
1,1,1,0.234224,1,S,6,3,1,1
0,3,0,0.015176,0,S,1,2,1,1
1,1,1,0.152164,1,S,6,4,1,1
0,1,0,0.077294,0,C,3,?,1,1
0,3,1,0.015127,0,Q,4,3,1,1
0,3,0,0.047138,0,Q,1,3,1,1
0,3,0,0.016323,0,S,1,3,1,1
0,3,0,0.018543,0,S,1,2,1,1
0,3,0,0.01533,0,S,1,4,1,1
0,2,1,0.020495,1,S,5,4,1,1
0,3,0,0.014102,0,C,1,3,1,1
1,2,1,0.044893,0,S,5,4,1,2
0,3,0,0.015127,0,S,1,2,1,1
0,3,0,0.015127,1,Q,1,3,1,1
1,3,1,0.02435,0,S,4,1,1,1
0,3,0,0.015103,0,Q,1,3,1,1
1,1,1,0.412503,1,S,6,3,1,1
1,3,1,0.01411,0,C,4,1,1,1
1,1,1,0.111257,1,S,6,2,1,1
0,1,0,0.058556,1,S,3,3,1,1
0,3,0,0.045771,0,S,1,3,1,1
0,3,0,0.013761,0,S,1,2,1,1
0,3,0,0.014151,0,S,1,2,1,1
1,3,1,0.014631,0,S,4,2,1,1
0,3,0,0.056848,0,Q,1,1,3,1
1,3,0,0.04016,0,S,1,1,1,1
0,1,0,0.154588,1,C,3,3,1,1
0,3,0,0.015127,0,Q,1,3,1,1
0,2,0,0.050749,0,S,2,2,1,1
0,3,1,0.135753,0,S,4,2,3,1
0,1,0,0.059914,0,C,3,3,1,1
0,3,0,0.015412,0,S,1,2,1,1
0,2,0,0.025374,0,S,2,3,1,1
1,1,1,0.05061,1,S,6,4,1,1
1,3,1,0.016949,0,S,4,3,1,1
0,3,0,0.01411,0,C,1,3,1,1
0,3,1,0.047138,0,S,4,3,1,1
0,2,0,0.025374,0,S,2,3,1,1
1,2,1,0.051237,0,S,5,3,1,1
1,1,0,0.234224,1,S,3,1,1,1
1,3,0,0.016623,0,C,1,1,1,1
1,3,0,0.013614,0,S,1,2,1,1
0,3,0,0.015176,0,S,1,3,1,1
0,1,0,0,1,S,3,3,1,1
0,3,1,0.015176,0,S,4,2,1,1
0,2,0,0.025374,0,S,2,3,1,1
1,1,1,0.103644,1,S,6,3,1,1
0,3,0,0.015395,0,S,1,2,1,1
0,3,0,0.047138,0,S,1,3,1,1
0,2,0,0.020495,0,S,2,3,1,1
0,3,1,0.061045,0,S,4,1,3,1
0,3,0,0.015713,0,S,1,3,1,1
0,1,0,0,1,S,3,3,1,1
0,3,1,0.015469,0,S,4,2,1,1
0,2,0,0.072227,0,C,2,3,1,1
0,3,0,0.01259,0,S,1,3,1,1
0,3,0,0.054457,0,S,1,1,3,1
1,1,1,0.1825,1,S,6,4,1,1
1,3,0,0.016908,0,S,1,2,1,1
0,1,0,0,0,S,3,3,1,1
1,3,1,0.02435,1,S,4,2,1,1
0,3,0,0.077465,0,S,1,1,3,1
0,3,0,0.013565,0,Q,1,3,1,1
0,3,0,0.110272,0,S,1,3,1,1
1,2,0,0.072227,0,C,2,1,1,1
1,3,0,0.015127,0,Q,1,3,1,1
1,1,1,0.15615,1,?,6,4,1,1
1,3,1,0.028213,0,C,4,2,1,1
1,2,0,0.036598,0,S,2,1,1,1
0,3,0,0.01411,0,C,1,3,1,1
0,3,0,0.01533,0,S,1,2,1,1
0,3,0,0.016201,0,S,1,2,1,1
1,1,1,0.162314,1,C,6,3,1,1
0,3,0,0.016908,0,S,1,2,1,1
0,3,0,0.015713,0,S,1,3,1,1
1,3,0,0.110272,0,S,1,3,1,1
1,1,0,0.057971,1,C,3,3,1,1
0,3,0,0.015469,0,S,1,2,1,1
0,2,0,0.020495,0,S,2,2,1,1
1,1,1,0.060508,0,C,6,3,1,1
0,3,0,0.012565,0,C,1,3,1,1
0,3,0,0.016908,0,S,1,2,1,1
0,3,0,0.014737,0,S,1,3,1,1
0,3,0,0.135753,0,S,1,3,3,1
0,3,0,0.015412,0,C,1,3,1,1
0,2,0,0.064412,0,S,2,2,1,1
1,1,1,0.17392,1,C,6,3,1,1
0,3,0,0.061045,0,S,1,1,3,1
0,3,0,0.015176,0,S,1,4,1,1
0,3,1,0.029758,0,C,4,1,1,1
1,1,1,0.076904,1,S,6,2,1,1
0,2,1,0.050749,0,S,5,3,1,1
1,3,1,0.01825,0,S,4,2,1,1
1,1,1,0.321798,0,S,6,3,1,1
1,1,0,0.051822,1,S,3,4,1,1
1,3,1,0.03759,0,C,4,2,1,2
0,3,0,0.01411,0,C,1,3,1,1
0,3,0,0.027538,0,S,1,3,2,1
0,2,0,0.022447,0,S,2,2,1,1
1,1,1,0.05061,1,S,6,4,1,1
0,3,1,0.135753,0,S,4,2,3,1
0,2,0,0.025374,0,S,2,2,1,1
1,2,1,0.025374,0,S,5,3,1,1
1,2,1,0.02705,0,C,5,2,1,1
0,1,0,0.098561,1,S,3,3,1,1
0,3,0,0.018543,0,S,1,3,1,1
1,3,0,0.021731,0,S,1,1,1,1
0,3,0,0.015412,0,S,1,2,1,1
1,1,1,0.102579,1,S,6,3,1,1
0,1,0,0.009759,1,S,3,3,1,1
0,3,0,0.017567,0,S,1,3,1,1
1,2,1,0.046845,0,C,5,2,1,1
1,3,1,0.014102,0,C,4,2,1,1
0,3,0,0.019218,0,S,1,2,1,1
0,3,0,0.015412,0,S,1,2,1,1
0,3,0,0.015412,0,S,1,3,1,1
1,1,1,0.162314,1,C,6,4,1,1
1,2,1,0.050749,0,S,5,2,1,1
0,3,0,0.015412,0,S,1,3,1,1
0,3,1,0.020527,0,S,4,2,1,1
0,2,0,0.020495,0,S,2,2,1,1
0,3,0,0.013761,0,S,1,2,1,1
0,3,1,0.056848,0,Q,4,3,1,2
0,2,0,0.025374,0,S,2,2,1,1
1,1,1,0.058556,1,S,6,2,1,1
0,3,1,0.045771,0,S,4,2,1,1
1,1,0,0.058556,1,C,3,2,1,1
0,3,0,0.015127,0,Q,1,3,1,1
